"__v",_id,classificacao,dificuldade,enunciado,enunciadoLatex,likes,oculta,resultados.0._id,resultados.0.entradas.0,resultados.0.entradas.1,resultados.0.entradas.10,resultados.0.entradas.11,resultados.0.entradas.12,resultados.0.entradas.13,resultados.0.entradas.14,resultados.0.entradas.15,resultados.0.entradas.16,resultados.0.entradas.17,resultados.0.entradas.18,resultados.0.entradas.19,resultados.0.entradas.2,resultados.0.entradas.20,resultados.0.entradas.21,resultados.0.entradas.22,resultados.0.entradas.23,resultados.0.entradas.24,resultados.0.entradas.25,resultados.0.entradas.26,resultados.0.entradas.27,resultados.0.entradas.28,resultados.0.entradas.29,resultados.0.entradas.3,resultados.0.entradas.30,resultados.0.entradas.31,resultados.0.entradas.32,resultados.0.entradas.33,resultados.0.entradas.34,resultados.0.entradas.35,resultados.0.entradas.36,resultados.0.entradas.37,resultados.0.entradas.38,resultados.0.entradas.39,resultados.0.entradas.4,resultados.0.entradas.40,resultados.0.entradas.41,resultados.0.entradas.42,resultados.0.entradas.43,resultados.0.entradas.44,resultados.0.entradas.45,resultados.0.entradas.46,resultados.0.entradas.47,resultados.0.entradas.48,resultados.0.entradas.49,resultados.0.entradas.5,resultados.0.entradas.50,resultados.0.entradas.51,resultados.0.entradas.52,resultados.0.entradas.53,resultados.0.entradas.54,resultados.0.entradas.55,resultados.0.entradas.56,resultados.0.entradas.57,resultados.0.entradas.58,resultados.0.entradas.59,resultados.0.entradas.6,resultados.0.entradas.60,resultados.0.entradas.61,resultados.0.entradas.62,resultados.0.entradas.63,resultados.0.entradas.64,resultados.0.entradas.65,resultados.0.entradas.66,resultados.0.entradas.67,resultados.0.entradas.68,resultados.0.entradas.69,resultados.0.entradas.7,resultados.0.entradas.70,resultados.0.entradas.71,resultados.0.entradas.72,resultados.0.entradas.73,resultados.0.entradas.74,resultados.0.entradas.75,resultados.0.entradas.76,resultados.0.entradas.77,resultados.0.entradas.78,resultados.0.entradas.79,resultados.0.entradas.8,resultados.0.entradas.80,resultados.0.entradas.9,resultados.0.saida,resultados.1._id,resultados.1.entradas.0,resultados.1.entradas.1,resultados.1.entradas.10,resultados.1.entradas.11,resultados.1.entradas.12,resultados.1.entradas.13,resultados.1.entradas.14,resultados.1.entradas.15,resultados.1.entradas.16,resultados.1.entradas.17,resultados.1.entradas.18,resultados.1.entradas.19,resultados.1.entradas.2,resultados.1.entradas.20,resultados.1.entradas.21,resultados.1.entradas.22,resultados.1.entradas.23,resultados.1.entradas.24,resultados.1.entradas.25,resultados.1.entradas.26,resultados.1.entradas.27,resultados.1.entradas.28,resultados.1.entradas.29,resultados.1.entradas.3,resultados.1.entradas.30,resultados.1.entradas.31,resultados.1.entradas.32,resultados.1.entradas.33,resultados.1.entradas.34,resultados.1.entradas.35,resultados.1.entradas.36,resultados.1.entradas.37,resultados.1.entradas.38,resultados.1.entradas.39,resultados.1.entradas.4,resultados.1.entradas.40,resultados.1.entradas.41,resultados.1.entradas.42,resultados.1.entradas.43,resultados.1.entradas.44,resultados.1.entradas.45,resultados.1.entradas.46,resultados.1.entradas.47,resultados.1.entradas.48,resultados.1.entradas.49,resultados.1.entradas.5,resultados.1.entradas.50,resultados.1.entradas.51,resultados.1.entradas.52,resultados.1.entradas.53,resultados.1.entradas.54,resultados.1.entradas.55,resultados.1.entradas.56,resultados.1.entradas.57,resultados.1.entradas.58,resultados.1.entradas.59,resultados.1.entradas.6,resultados.1.entradas.60,resultados.1.entradas.61,resultados.1.entradas.62,resultados.1.entradas.63,resultados.1.entradas.64,resultados.1.entradas.65,resultados.1.entradas.66,resultados.1.entradas.67,resultados.1.entradas.68,resultados.1.entradas.69,resultados.1.entradas.7,resultados.1.entradas.70,resultados.1.entradas.71,resultados.1.entradas.72,resultados.1.entradas.73,resultados.1.entradas.74,resultados.1.entradas.75,resultados.1.entradas.76,resultados.1.entradas.77,resultados.1.entradas.78,resultados.1.entradas.79,resultados.1.entradas.8,resultados.1.entradas.80,resultados.1.entradas.9,resultados.1.saida,resultados.2._id,resultados.2.entradas.0,resultados.2.entradas.1,resultados.2.entradas.10,resultados.2.entradas.11,resultados.2.entradas.12,resultados.2.entradas.13,resultados.2.entradas.14,resultados.2.entradas.15,resultados.2.entradas.16,resultados.2.entradas.17,resultados.2.entradas.18,resultados.2.entradas.19,resultados.2.entradas.2,resultados.2.entradas.20,resultados.2.entradas.21,resultados.2.entradas.22,resultados.2.entradas.23,resultados.2.entradas.24,resultados.2.entradas.25,resultados.2.entradas.26,resultados.2.entradas.27,resultados.2.entradas.28,resultados.2.entradas.29,resultados.2.entradas.3,resultados.2.entradas.30,resultados.2.entradas.31,resultados.2.entradas.32,resultados.2.entradas.33,resultados.2.entradas.34,resultados.2.entradas.35,resultados.2.entradas.36,resultados.2.entradas.37,resultados.2.entradas.38,resultados.2.entradas.39,resultados.2.entradas.4,resultados.2.entradas.40,resultados.2.entradas.41,resultados.2.entradas.42,resultados.2.entradas.43,resultados.2.entradas.44,resultados.2.entradas.45,resultados.2.entradas.46,resultados.2.entradas.47,resultados.2.entradas.48,resultados.2.entradas.49,resultados.2.entradas.5,resultados.2.entradas.50,resultados.2.entradas.51,resultados.2.entradas.52,resultados.2.entradas.53,resultados.2.entradas.54,resultados.2.entradas.55,resultados.2.entradas.56,resultados.2.entradas.57,resultados.2.entradas.58,resultados.2.entradas.59,resultados.2.entradas.6,resultados.2.entradas.60,resultados.2.entradas.61,resultados.2.entradas.62,resultados.2.entradas.63,resultados.2.entradas.64,resultados.2.entradas.65,resultados.2.entradas.66,resultados.2.entradas.67,resultados.2.entradas.68,resultados.2.entradas.69,resultados.2.entradas.7,resultados.2.entradas.70,resultados.2.entradas.71,resultados.2.entradas.72,resultados.2.entradas.73,resultados.2.entradas.74,resultados.2.entradas.75,resultados.2.entradas.76,resultados.2.entradas.77,resultados.2.entradas.78,resultados.2.entradas.79,resultados.2.entradas.8,resultados.2.entradas.80,resultados.2.entradas.9,resultados.2.saida,resultados.3._id,resultados.3.entradas.0,resultados.3.entradas.1,resultados.3.entradas.10,resultados.3.entradas.11,resultados.3.entradas.12,resultados.3.entradas.13,resultados.3.entradas.14,resultados.3.entradas.15,resultados.3.entradas.16,resultados.3.entradas.17,resultados.3.entradas.18,resultados.3.entradas.19,resultados.3.entradas.2,resultados.3.entradas.20,resultados.3.entradas.21,resultados.3.entradas.22,resultados.3.entradas.23,resultados.3.entradas.24,resultados.3.entradas.25,resultados.3.entradas.26,resultados.3.entradas.27,resultados.3.entradas.28,resultados.3.entradas.29,resultados.3.entradas.3,resultados.3.entradas.30,resultados.3.entradas.31,resultados.3.entradas.32,resultados.3.entradas.33,resultados.3.entradas.34,resultados.3.entradas.35,resultados.3.entradas.36,resultados.3.entradas.37,resultados.3.entradas.38,resultados.3.entradas.39,resultados.3.entradas.4,resultados.3.entradas.40,resultados.3.entradas.41,resultados.3.entradas.42,resultados.3.entradas.43,resultados.3.entradas.44,resultados.3.entradas.45,resultados.3.entradas.46,resultados.3.entradas.47,resultados.3.entradas.48,resultados.3.entradas.49,resultados.3.entradas.5,resultados.3.entradas.50,resultados.3.entradas.51,resultados.3.entradas.52,resultados.3.entradas.53,resultados.3.entradas.54,resultados.3.entradas.55,resultados.3.entradas.56,resultados.3.entradas.57,resultados.3.entradas.58,resultados.3.entradas.59,resultados.3.entradas.6,resultados.3.entradas.60,resultados.3.entradas.61,resultados.3.entradas.62,resultados.3.entradas.63,resultados.3.entradas.64,resultados.3.entradas.65,resultados.3.entradas.66,resultados.3.entradas.67,resultados.3.entradas.68,resultados.3.entradas.69,resultados.3.entradas.7,resultados.3.entradas.70,resultados.3.entradas.71,resultados.3.entradas.72,resultados.3.entradas.73,resultados.3.entradas.74,resultados.3.entradas.75,resultados.3.entradas.76,resultados.3.entradas.77,resultados.3.entradas.78,resultados.3.entradas.79,resultados.3.entradas.8,resultados.3.entradas.80,resultados.3.entradas.9,resultados.3.saida,resultados.4._id,resultados.4.entradas.0,resultados.4.entradas.1,resultados.4.entradas.10,resultados.4.entradas.11,resultados.4.entradas.12,resultados.4.entradas.13,resultados.4.entradas.14,resultados.4.entradas.15,resultados.4.entradas.16,resultados.4.entradas.17,resultados.4.entradas.18,resultados.4.entradas.19,resultados.4.entradas.2,resultados.4.entradas.20,resultados.4.entradas.3,resultados.4.entradas.4,resultados.4.entradas.5,resultados.4.entradas.6,resultados.4.entradas.7,resultados.4.entradas.8,resultados.4.entradas.9,resultados.4.saida,solucao,tags.0,tags.1,titulo
0,5bb3bea34698a230b8c02d5b,Fixação,Muito fácil,"Implemente um programa que recebe um valor inteiro positivo N  e escreve todos os divisores de N maiores ou iguais à 10, separados por espaços.",,0,false,5bb3d0814698a230b8c02d76,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 18 36,5bb3d0814698a230b8c02d77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bb3d0814698a230b8c02d78,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 45,5bb3d0814698a230b8c02d79,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5bb3d0814698a230b8c02d7a,100,,,,,,,,,,,,,,,,,,,,,10 20 25 50 100,"var N = lerInteiro();

var i = 10; 
while ( i <= N) {
    if (N % i === 0) {
        alert(i + ' ');
    }
    i++; 
}",estruturas de repetição,prova,Divisores maiores que 10
0,5bb3ecf34698a230b8c02e6d,Complementar,Médio,"Escreva um programa que recebe um valor inteiro M que representa a quantidade de eleitores de um país com dois candidatos à presidência.  O programa deve ler o voto de cada eleitor (1 para o primeiro candidato, 2 para o segundo candidato, 3 para um voto branco ou nulo) e exibir o resultado como o exemplo a seguir: 40% 50% 10%. Sendo que a primeira porcentagem é do primeiro candidato, a segunda é do segundo e a terceira é dos votos brancos ou nulos.",,0,true,5bb67f204698a230b8c03045,10,1,2,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,3,,3,40% 40% 20%,5bb67f204698a230b8c03046,5,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20% 60% 20%,5bb67f204698a230b8c03047,8,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,12.5% 87.5% 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var M = lerInteiro();
var cont1 = 0;
var cont2 = 0;
var nulos = 0;

var i = 0
while (i < M) {
    var voto = lerInteiro();
    if (voto === 1) {
        cont1++;
    }
    else if (voto === 2) {
        cont2++;
    } 
    else if (voto === 3) {
        nulos++;
    }
    i++
}

alert(  cont1*100/M + '% '  + cont2*100/M   + '% '  + nulos*100/M + '%');",estruturas de repetição,prova,Eleições para presidente
0,5bb696994698a230b8c03062,Fixação,Muito fácil,"Faça um programa para calcular o volume de prismas de base hexagonal.  O programa deve funcionar para uma quantidade indeterminada de prismas, mas deve parar quando o valor do lado da base for igual a -1. O programa deve ler o tamanho do lado da base (l) e a altura (h) do prisma, nesta ordem, não pode permitir valores negativos e nem valores nulos. Caso apareçam, o usuário deve digitar novamente até que um valor válido seja fornecido. O programa deve validar l e h individualmente.  O Cálculo do volume (V) deve ser realizado conforme a  Equações abaixo e o resultado apresentado na tela. Considere que a base possui os seis lados de tamanhos iguais. Use o ""\n"" para mostrar os volumes calculados um por linha."," V = h \cdot   6 \cdot \frac{l^2\  \sqrt[]{3} }{4} 
 

 ",0,true,5bbb5eab4698a230b8c03538,2,3,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.176914536239792,5bbb5eab4698a230b8c03539,-2,-4,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.70765814495917,5bbb5eab4698a230b8c0353a,2,-4,,,,,,,,,,,-4,,,,,,,,,,,-3,,,,,,,,,,,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.392304845413264,5bbb5eab4698a230b8c0353b,2,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,"10.392304845413264
10.392304845413264
93.53074360871936",,,,,,,,,,,,,,,,,,,,,,,,"	var l, h, v ; 
	var cont; 
	
	cont = 0; 
	l =  lerReal(); 
	while (l != -1) 
	{
		while ( l <= 0 )
		    l = lerReal("" Entre com o lado: ""); 
		h = lerReal(""Entre com a algura""); 
		while (h <= 0)
		    h = lerReal(""Entre com a algura"");
		ab = 6 * ((l * l * Math.sqrt(3))/4);
		v = ab * h;
		alert(v+""\n"");
		l =  lerReal();
	} ",estruturas de repetição,prova,Volume de prismas de base hexagonal
0,5bb7868a4698a230b8c030aa,Fixação,Muito fácil,"Faça um programa para calcular a área total de prismas de base hexagonal.  O programa deve funcionar para uma quantidade indeterminada de prismas, mas deve parar quando o valor do lado da base for igual a -1. O programa deve ler o tamanho do lado da base (l) e a altura (h) do prisma, nesta ordem, não pode permitir valores negativos e nem valores nulos. Caso apareçam, o usuário deve digitar novamente até que um valor válido seja fornecido. O programa deve validar l e h individualmente.  O cálculo da área total (At) deve ser realizado conforme a  equação abaixo e o resultado apresentado na tela. Considere que a base possui os seis lados de tamanhos iguais. Use o ""\n"" para mostrar as áreas calculadas um por linha.","A_T = A_L + 2\cdot A_B; A_B = 6 \cdot \frac{ l^2\ \sqrt[]{3}}{4} \ \mathrm{e} \  A_L = 6 \cdot l \cdot h ",0,true,5bb7868a4698a230b8c030ae,2,3,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.78460969082653,5bb7868a4698a230b8c030ad,-2,-4,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.1384387633061,5bb7868a4698a230b8c030ac,2,-4,,,,,,,,,,,-4,,,,,,,,,,,-3,,,,,,,,,,,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.78460969082653,5bb7868a4698a230b8c030ab,2,1,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,"32.78460969082653
29.196152422706632
118.76537180435969",,,,,,,,,,,,,,,,,,,,,,,,"var l, h, at ; 
 

cont = 0; 
l =  lerReal(); 
while (l != -1) 
{
	while ( l <= 0 )
	    l = lerReal("" Entre com o lado: ""); 
	h = lerReal(""Entre com a algura""); 
	while (h <= 0)
	    h = lerReal(""Entre com a algura"");
	var ab = 6 * ((l * l * Math.sqrt(3))/4);
	var al = 6*l*h
	at = al + 2*ab;
	alert(at+""\n"");
	l =  lerReal();
} ",estruturas de repetição,prova,Área total de prismas de base hexagonal
0,5bb78a5c4698a230b8c030b3,Fixação,Muito fácil,"Uma instituto de pesquisa realizou uma coleta de dados em um determinado município. Dentre os dados coletados estão o nível de escolaridade dos moradores deste município. Faça um programa para processar estes dados e calcular a porcentagem de cada nível de escolaridade dos moradores deste município. O programa deve ser finalizado quando o valor do nível de escolaridade fornecido pelo usuário for 4. O nível de escolaridade é uma valor inteiro e para fins de simplificação da implementação considere que o usuário sempre ira digitar valores válidos. 

	A escolaridade está dividida nos níveis a seguir: 
	0 - Nunca estudou; 
	1 - Fundamental incompleto ou completo;
	2 - Ensino médio incompleto ou completo; 
	3 - Ensino superior incompleto ou completo.   
	 
A quantidade de pessoas em cada um destes níveis deve ser contada. O programa deve realizar a contagem total de pessoas analisadas e no final apresentar a porcentagem de cada nível de escolaridade.",,0,true,5bb7a6f94698a230b8c030c1,1,2,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0% 25% 50% 25%,5bb7ae8b4698a230b8c030e5,1,1,4,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,3,,3,0% 50% 30% 20%,5bb7ae8b4698a230b8c030e4,0,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20% 20% 60% 0%,5bb7ae8b4698a230b8c030e3,0,1,4,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,3,,3,10% 10% 60% 20%,5bb7ae8b4698a230b8c030e2,0,4,,,,,,,,,,,,,,,,,,,,100% 0% 0% 0%,"	var cont, cont0, cont1, cont2, cont3;
	var escolaridade;
	escolaridade = -1;
	cont = 0;
	cont0 = 0;
	cont1 = 0;
	cont2 = 0;
	cont3 = 0; 
	
	escolaridade = lerInteiro(); 
	while (escolaridade != 4)
	{
		if (escolaridade == 0)
			cont0++;
		if (escolaridade == 1)
			cont1 = cont1 + 1;
		if (escolaridade == 2)
			cont2 = cont2 + 1;
		if (escolaridade == 3)
			cont3 = cont3 + 1;
		cont = cont + 1;
		escolaridade = lerInteiro("" Entre com o nível de escolaridade: "");
	}
	alert(100*cont0/cont +""% ""+  100*cont1/cont +""% ""+  100*cont2/cont +""% ""+ 100*cont3/cont+""%"" );
",estruturas de repetição,prova,Pesquisa sobre o nível de escolaridade
0,5bb7b1a74698a230b8c030ed,Fixação,Muito fácil,"Faça um programa que mostre todos os números inteiros entre M e N, inclua M e N. Os valores de M e N devem ser informados pelo usuários nesta ordem.  Use espaço, "" "", para separar os números.",,0,true,5bbe409fa2b8b504032f77c6,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 8 9 10 11 12 13 14 15 16,5bbe409fa2b8b504032f77c7,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 18 19 20 21 22 23,5bbe409fa2b8b504032f77c8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 3 4 5,5bbe409fa2b8b504032f77c9,44,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60,,,,,,,,,,,,,,,,,,,,,,,,"var M = lerInteiro(""M""); 
var N = lerInteiro(""N""); 
var i = M; 

while(i <= N) {
    alert(i+ "" "");
    i++; 
}",estruturas de repetição,prova,Números inteiros entre M e N
0,5bb7b5e34698a230b8c03101,Fixação,Muito fácil,Faça um programa para somar todos os números ímpares inteiros positivos menores ou iguais à N. Caso o usuário digite um valor incorreto para N o programa deve solicitar novamente o valor de N até que o usuário digite um valor correto.,,0,true,5bb7b5e34698a230b8c03105,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5bb7b5e34698a230b8c03104,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5bb7b5e34698a230b8c03103,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,5bb7b5e34698a230b8c03102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"var soma = 0;
var i = 1; 
N = parseInt(prompt(""Entre com N""));

while ( i <= N){ 
    soma = soma + i; 
    i=i+2; 
}
alert(soma); 
",,,Somatório de números ímpares inteiros positivos
0,5bb7bbd34698a230b8c0312c,Fixação,Muito fácil,"Uma loja está realizando uma análise do preço de N mercadorias em estoque. Escreva um programa capaz de ler um valor inteiro N e, em seguida, o preço de cada mercadoria. No final, o programa deve informar a média dos valores das mercadorias fornecidas pelo funcionário.",,0,true,5bb7bdbe4698a230b8c03139,4,1.56,,,,,,,,,,,2.45,,,,,,,,,,,3.55,,,,,,,,,,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,5bb7bdbe4698a230b8c0313a,1,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,5bb7bdbe4698a230b8c0313b,10,1.20,20,12.20,,,,,,,,,4,,,,,,,,,,,2.40,,,,,,,,,,,5,,,,,,,,,,,4.05,,,,,,,,,,,4,,,,,,,,,,,2.50,,,,,,,,,,,21.25,,22.40,8.68,5bb7bdbe4698a230b8c0313c,8,4,30,13.20,,,,,,,,,22.20,,,,,,,,,,,5,,,,,,,,,,,45.40,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,21.20,,22.40,13.35,,,,,,,,,,,,,,,,,,,,,,,,"var  soma = 0, media = 0, quantidade = 0, N; 

N = lerInteiro(""N"");  
 
while (quantidade < N) {
    valor = parseFloat(prompt(""Entre com o valor da mercadoria: ""));
    soma = soma + valor; 
    quantidade++; 
 
    
}
media = soma / N; 
alert(media)",estruturas de repetição,prova,Média de preços de mercadorias
0,5bc46ef5a2b8b504032f7d80,Fixação,Muito fácil,"Um professor do BC&T quer realizar uma pesquisa com seus alunos para saber o interesse dos mesmos pelos cursos subsequentes. Faça um algoritmo que leia o código da área do curso subsequente escolhido por vários alunos segundo os valores abaixo. O programa é finalizado quando o usuário digita -1 como código de opção do curso. Valores diferentes de 1, 2, 3 e -1 devem ser desprezados:

Código - Opção de Curso
1 - Ciências
2 - Engenharias
3 - Generalista
-1- Sair 

Ao final da execução, o algoritmo deve imprimir na saída a concorrência de cada área  e o total de escolhas válidas, considerando 3 vagas para as Ciências, 5 vagas para as engenharias e 4 vagas para generalista.",,1,false,5bc46ef5a2b8b504032f7d82,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,-1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,2,2 3 1.5 27,5bc46ef5a2b8b504032f7d81,1,1,2,2,2,52,2,2,2,22,2,42,1,2,3,3,3,-3,-3,3,-1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,2,2 2.4 1 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var op, contTotal=0, contCie=0, contEng=0, contGen=0; 
op = lerInteiro(""Digitie uma opção""); 
while (op != -1){
    if (op == 1){
        contCie++;
        contTotal++; 
    }
    if (op == 2){
        contEng++;
        contTotal++; 
    }
    if(op == 3){
        contGen++;
        contTotal++; 
    }
    op = lerInteiro(""Digitie uma opção"");
}

alert(contCie/3+"" ""+contEng/5+"" ""+contGen/4+"" ""+contTotal); ",estruturas de repetição,,Interesse pelos cursos subsequentes do BC&T.
0,5bc46f80a2b8b504032f7d86,Fixação,Muito fácil,"Leia um valor inteiro N. Eleve à quinta pontência  todos os valores impares positivos menores que N, inclusive N, se for o caso. Imprima o resultado conforme o exemplo. Considere que o usuário sempre vai digitar valores inteiros positivos para N.",,1,false,5bc46f80a2b8b504032f7d89,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 243 3125 16807 59049,5bc46f80a2b8b504032f7d88,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 243 3125 16807 59049,5bc46f80a2b8b504032f7d87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"n = parseInt(prompt(""Entre com um valor inteiro: "")); 
cont = 0; 
while(cont <= n) {
    if ( cont % 2 == 1  )
        alert(Math.pow(cont,5)+"" "");
    cont++
}",estruturas de repetição,,A quinta potência de valores ímpares positivos menores que N.
0,5bc46ff8a2b8b504032f7d8f,Fixação,Muito fácil,"Escreva um algoritmo para mostrar todos os múltiplos de um número M que são menores que um número N. Os valores de M e N não podem ser negativos, validados pelo programa individualmente e devem ser fornecidos pelo usuário na seguinte ordem: M e depois N.",,1,false,5bc46ff8a2b8b504032f7d94,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 3 6 9,5bc46ff8a2b8b504032f7d93,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 4 8 12 16 20,5bc46ff8a2b8b504032f7d92,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 4 8 12 16,5bc46ff8a2b8b504032f7d91,-5,-30,,,,,,,,,,,5,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 5 10 15 20 25,5bc46ff8a2b8b504032f7d90,2,-5,,,,,,,,,,,-30,,20,,,,,,,0 2 4 6 8 10 12 14 16 18,"var M = lerInteiro();
while(M<0)
    M = lerInteiro();

var N = lerInteiro(); 
while(N<0)
    N = lerInteiro();

var mult=0;
while(mult < N){
    alert(mult+"" "");
    mult=mult+M; 
}
",estruturas de repetição,,Múltiplos de um número M que são menores N.
